gene_id,gene,log2.fold_change.,p_value,q_value,Sig
ENSMUSG00000025511.14,Tspan4,2.85678,5e-05,0.000496523,Up
ENSMUSG00000070427.3,Il18bp,2.8528,0.00135,0.00809414,Up
ENSMUSG00000010358.13,Ifi35,2.84783,5e-05,0.000496523,Up
ENSMUSG00000036980.13,Taf6,2.84336,0.00045,0.0032788,Up
ENSMUSG00000037405.7,Icam1,2.83385,3e-04,0.00231628,Up
ENSMUSG00000044876.14,Zfp444,2.83339,5e-05,0.000496523,Up
ENSMUSG00000044811.13,AF251705,2.82543,5e-05,0.000496523,Up
ENSMUSG00000022488.8,Nckap1l,2.82526,5e-05,0.000496523,Up
ENSMUSG00000029456.12,Acad10,2.82437,9e-04,0.00578711,Up
ENSMUSG00000020932.14,Gfap,2.82216,1e-04,0.00091011,Up
ENSMUSG00000074896.3,Ifit3,2.82056,5e-05,0.000496523,Up
ENSMUSG00000056220.14,Pla2g4a,2.81941,1e-04,0.00091011,Up
ENSMUSG00000030341.17,Tnfrsf1a,2.81461,5e-05,0.000496523,Up
ENSMUSG00000031613.8,Hpgd,2.81293,5e-05,0.000496523,Up
ENSMUSG00000036896.5,C1qc,2.81168,5e-05,0.000496523,Up
ENSMUSG00000028044.6,Cks1b,2.80777,5e-05,0.000496523,Up
ENSMUSG00000090272.7,Mndal,2.80638,0.00185,0.0104609,Up
ENSMUSG00000078765.10,U2af1l4,2.80543,0.00205,0.0113743,Up
ENSMUSG00000071715.11,Ncf4,2.80346,0.00015,0.00129406,Up
ENSMUSG00000004665.10,Cnn2,2.80049,5e-05,0.000496523,Up
ENSMUSG00000030793.4,Pycard,2.79659,5e-05,0.000496523,Up
ENSMUSG00000023992.14,Trem2,2.79481,5e-05,0.000496523,Up
ENSMUSG00000036768.5,Kif15,2.78788,5e-05,0.000496523,Up
ENSMUSG00000030745.9,Il21r,2.78114,5e-05,0.000496523,Up
ENSMUSG00000045165.6,AI467606,2.78071,5e-05,0.000496523,Up
ENSMUSG00000024691.13,Fam111a,2.77356,5e-05,0.000496523,Up
ENSMUSG00000034708.11,Grn,2.77329,5e-05,0.000496523,Up
ENSMUSG00000038352.15,Arl5c,2.76146,5e-05,0.000496523,Up
ENSMUSG00000068335.6,Dok1,2.75396,5e-05,0.000496523,Up
ENSMUSG00000031502.9,Col4a1,2.75053,5e-05,0.000496523,Up
ENSMUSG00000047878.12,A4galt,2.75031,5e-05,0.000496523,Up
ENSMUSG00000035697.14,Hmha1,2.74872,5e-05,0.000496523,Up
ENSMUSG00000026355.11,Mcm6,2.74557,5e-05,0.000496523,Up
ENSMUSG00000036908.16,Unc93b1,2.74004,5e-05,0.000496523,Up
ENSMUSG00000038843.17,Gcnt1,2.72923,5e-05,0.000496523,Up
ENSMUSG00000038543.13,BC028528,2.72912,0.01235,0.0485366,Up
ENSMUSG00000059479.7,B3gnt8,2.72632,5e-05,0.000496523,Up
ENSMUSG00000075010.4,AW112010,2.7166,3e-04,0.00231628,Up
ENSMUSG00000024349.9,Tmem173,2.71609,5e-05,0.000496523,Up
ENSMUSG00000041431.16,Ccnb1,2.7121,5e-05,0.000496523,Up
ENSMUSG00000039997.16,Ifi203,2.71017,8e-04,0.0052612,Up
ENSMUSG00000024300.16,Myo1f,2.70782,5e-05,0.000496523,Up
ENSMUSG00000020717.19,Pecam1,2.7025,5e-05,0.000496523,Up
ENSMUSG00000037295.7,Ldlrap1,2.70082,5e-05,0.000496523,Up
ENSMUSG00000034116.17,Vav1,2.69864,5e-05,0.000496523,Up
ENSMUSG00000013584.5,Aldh1a2,2.69351,5e-05,0.000496523,Up
ENSMUSG00000026039.9,Sgol2a,2.69344,5e-05,0.000496523,Up
ENSMUSG00000029759.9,Pon3,2.69254,1e-04,0.00091011,Up
ENSMUSG00000042842.10,Serpinb6b,2.69204,3e-04,0.00231628,Up
ENSMUSG00000058056.15,Palld,2.69102,5e-05,0.000496523,Up
ENSMUSG00000016496.7,Cd274,2.68996,5e-05,0.000496523,Up
ENSMUSG00000068523.12,Gng5,2.68966,0.0018,0.0102247,Up
ENSMUSG00000047090.13,Tmem198b,2.68477,2e-04,0.0016564,Up
ENSMUSG00000022893.14,Adamts1,2.68395,5e-05,0.000496523,Up
ENSMUSG00000030342.8,Cd9,2.67886,5e-05,0.000496523,Up
ENSMUSG00000034792.8,Gna15,2.67866,0.00135,0.00809414,Up
ENSMUSG00000047139.8,Cd24a,2.67409,5e-05,0.000496523,Up
ENSMUSG00000025351.13,Cd63,2.67108,5e-05,0.000496523,Up
ENSMUSG00000022372.14,Sla,2.65985,5e-05,0.000496523,Up
ENSMUSG00000026656.15,Fcgr2b,2.65666,5e-05,0.000496523,Up
ENSMUSG00000027230.9,Creb3l1,2.65617,0.00065,0.00443922,Up
ENSMUSG00000022500.14,Litaf,2.6506,5e-05,0.000496523,Up
ENSMUSG00000036256.13,Igfbp7,2.64809,5e-05,0.000496523,Up
ENSMUSG00000026712.3,Mrc1,2.64707,5e-05,0.000496523,Up
ENSMUSG00000030220.13,Arhgdib,2.64263,5e-05,0.000496523,Up
ENSMUSG00000004266.15,Ptpn6,2.639,5e-05,0.000496523,Up
ENSMUSG00000034957.10,Cebpa,2.6328,5e-05,0.000496523,Up
ENSMUSG00000022912.8,Pros1,2.62902,5e-05,0.000496523,Up
ENSMUSG00000079227.9,Ccr5,2.62338,5e-05,0.000496523,Up
ENSMUSG00000006369.14,Fbln1,2.62151,5e-05,0.000496523,Up
ENSMUSG00000022876.17,Samsn1,2.61192,5e-05,0.000496523,Up
ENSMUSG00000021665.7,Hexb,2.60642,5e-05,0.000496523,Up
ENSMUSG00000002699.12,Lcp2,2.60543,0.00095,0.00604603,Up
ENSMUSG00000000753.15,Serpinf1,2.60429,5e-05,0.000496523,Up
ENSMUSG00000079547.3,H2-DMb1,2.604,5e-05,0.000496523,Up
ENSMUSG00000002870.8,Mcm2,2.60212,0.00015,0.00129406,Up
ENSMUSG00000088252.1,Snord13,2.60154,0.00135,0.00809414,Up
ENSMUSG00000042228.14,Lyn,2.5968,5e-05,0.000496523,Up
ENSMUSG00000085939.3,Cd63-ps,2.59423,5e-05,0.000496523,Up
ENSMUSG00000002233.13,Rhoc,2.58553,5e-05,0.000496523,Up
ENSMUSG00000045345.6,9530056K15Rik,-2.58446,0.00485,0.0229442,Down
ENSMUSG00000032135.14,Mcam,2.58355,5e-05,0.000496523,Up
ENSMUSG00000026126.15,Ptpn18,2.58107,5e-05,0.000496523,Up
ENSMUSG00000045273.8,Cenph,2.57918,5e-05,0.000496523,Up
ENSMUSG00000044562.10,Rasip1,2.57765,5e-05,0.000496523,Up
ENSMUSG00000025358.15,Cdk2,2.57677,5e-05,0.000496523,Up
ENSMUSG00000102153.1,Gm37474,2.57539,0.0015,0.00880231,Up
ENSMUSG00000027377.2,Mall,2.57286,5e-05,0.000496523,Up
ENSMUSG00000032554.15,Trf,2.57263,5e-05,0.000496523,Up
ENSMUSG00000086886.1,Gm15135,2.57035,0.0321,0.102172,Up
ENSMUSG00000025747.12,Tyms,2.56099,1e-04,0.00091011,Up
ENSMUSG00000021948.15,Prkcd,2.55993,5e-05,0.000496523,Up
ENSMUSG00000017756.8,Slc12a7,2.55705,5e-05,0.000496523,Up
ENSMUSG00000027315.13,Spint1,2.55469,5e-05,0.000496523,Up
ENSMUSG00000029826.14,Zc3hav1,2.55286,5e-05,0.000496523,Up
ENSMUSG00000022415.12,Syngr1,2.55128,5e-05,0.000496523,Up
ENSMUSG00000103883.1,Gm37010,2.54675,0.0078,0.0336223,Up
ENSMUSG00000024781.15,Lipa,2.54325,5e-05,0.000496523,Up
ENSMUSG00000095115.1,Itpripl2,2.5405,5e-05,0.000496523,Up
ENSMUSG00000021614.16,Vcan,2.53594,0.00485,0.0229442,Up
ENSMUSG00000019088.13,Dnase1l1,2.53236,0.00845,0.0357056,Up
ENSMUSG00000019997.11,Ctgf,2.52737,5e-05,0.000496523,Up
ENSMUSG00000069874.6,Irgm2,2.52724,5e-05,0.000496523,Up
ENSMUSG00000021190.14,Lgmn,2.52626,5e-05,0.000496523,Up
ENSMUSG00000040296.15,Ddx58,2.5262,7e-04,0.00471333,Up
ENSMUSG00000040483.15,Xaf1,2.52572,0.003,0.0155094,Up
ENSMUSG00000035021.13,Baz1a,2.51913,8e-04,0.0052612,Up
ENSMUSG00000037580.9,Gch1,2.51778,3e-04,0.00231628,Up
ENSMUSG00000073418.4,C4b,2.51677,5e-05,0.000496523,Up
ENSMUSG00000022906.15,Parp9,2.51277,0.01335,0.0515854,Up
ENSMUSG00000023031.7,Cela1,2.51173,0.00125,0.00763084,Up
ENSMUSG00000078945.10,Naip2,2.50764,5e-05,0.000496523,Up
ENSMUSG00000026208.9,Des,2.50495,1e-04,0.00091011,Up
ENSMUSG00000039168.15,Dap,2.50128,5e-05,0.000496523,Up
ENSMUSG00000030339.7,Ltbr,2.49901,5e-05,0.000496523,Up
ENSMUSG00000076617.9,Ighm,2.49704,5e-05,0.000496523,Up
ENSMUSG00000036854.14,Hspb6,2.49568,2e-04,0.0016564,Up
ENSMUSG00000029070.9,Mxra8,2.49431,5e-05,0.000496523,Up
ENSMUSG00000022661.14,Cd200,2.49243,5e-05,0.000496523,Up
ENSMUSG00000022439.9,Parvg,2.48635,0.00175,0.0100093,Up
ENSMUSG00000004791.6,Pgf,2.48455,5e-05,0.000496523,Up
ENSMUSG00000040562.12,Gstm2,2.47737,1e-04,0.00091011,Up
ENSMUSG00000085156.7,Gm11974,2.47521,5e-04,0.0035596,Up
ENSMUSG00000004880.11,Lbr,2.47483,0.00645,0.0288231,Up
ENSMUSG00000062284.4,Gm6030,2.47467,0.03865,0.117081,Up
ENSMUSG00000020831.18,0610010K14Rik,2.46987,0.0218,0.0759241,Up
ENSMUSG00000015243.4,Abca1,2.46581,5e-05,0.000496523,Up
ENSMUSG00000062210.13,Tnfaip8,2.46429,5e-05,0.000496523,Up
ENSMUSG00000024165.8,Hn1l,2.45633,0.00025,0.00198959,Up
ENSMUSG00000029919.5,Hpgds,2.45557,1e-04,0.00091011,Up
ENSMUSG00000027469.16,Tpx2,2.44405,1e-04,0.00091011,Up
ENSMUSG00000056313.5,1810011O10Rik,2.44353,0.00235,0.0126931,Up
ENSMUSG00000046879.6,Irgm1,2.44071,5e-05,0.000496523,Up
ENSMUSG00000020407.13,Upp1,2.43595,5e-05,0.000496523,Up
ENSMUSG00000023249.14,Parp3,2.43537,5e-05,0.000496523,Up
ENSMUSG00000046768.13,Rhoj,2.4345,5e-05,0.000496523,Up
ENSMUSG00000053559.12,Smagp,2.43368,0.00025,0.00198959,Up
ENSMUSG00000002111.8,Spi1,2.43236,0.00025,0.00198959,Up
ENSMUSG00000020773.11,Trim47,2.43063,5e-05,0.000496523,Up
ENSMUSG00000037313.16,Tacc3,2.42438,9e-04,0.00578711,Up
ENSMUSG00000026247.13,Ecel1,2.42431,0.00125,0.00763084,Up
ENSMUSG00000024778.12,Fas,2.42215,0.00065,0.00443922,Up
ENSMUSG00000002297.15,Dbf4,2.41655,5e-05,0.000496523,Up
ENSMUSG00000050105.5,Grrp1,2.41536,5e-05,0.000496523,Up
ENSMUSG00000038235.4,F11r,2.41127,5e-05,0.000496523,Up
ENSMUSG00000017897.18,Eya2,2.40483,0.00065,0.00443922,Up
ENSMUSG00000048450.10,Msx1,2.40451,5e-05,0.000496523,Up
ENSMUSG00000037621.8,Atoh8,2.39918,5e-05,0.000496523,Up
ENSMUSG00000031486.14,Adgra2,2.3984,5e-05,0.000496523,Up
ENSMUSG00000019055.15,Plod1,2.39099,5e-05,0.000496523,Up
ENSMUSG00000019232.14,Etnppl,-2.38988,5e-05,0.000496523,Down
ENSMUSG00000024048.14,Myl12a,2.38895,5e-05,0.000496523,Up
ENSMUSG00000034485.9,Uaca,2.38619,5e-05,0.000496523,Up
ENSMUSG00000031389.17,Arhgap4,2.37828,6e-04,0.00415717,Up
ENSMUSG00000073411.11,H2-D1,2.37074,5e-05,0.000496523,Up
ENSMUSG00000030748.9,Il4ra,2.37051,5e-05,0.000496523,Up
ENSMUSG00000069833.12,Ahnak,2.36992,5e-05,0.000496523,Up
ENSMUSG00000016087.13,Fli1,2.36894,5e-05,0.000496523,Up
ENSMUSG00000041731.13,Pgm5,2.36381,0.00025,0.00198959,Up
ENSMUSG00000002325.14,Irf9,2.36171,5e-05,0.000496523,Up
ENSMUSG00000030403.9,Vasp,2.3594,5e-05,0.000496523,Up
ENSMUSG00000031328.15,Flna,2.35493,5e-05,0.000496523,Up
ENSMUSG00000021384.14,Susd3,2.34927,0.0013,0.00787032,Up
ENSMUSG00000026586.16,Prrx1,2.34834,5e-05,0.000496523,Up
ENSMUSG00000090019.5,Gimap1,2.34661,5e-05,0.000496523,Up
ENSMUSG00000089669.7,Tnfsf13,2.34348,0.00025,0.00198959,Up
ENSMUSG00000010142.12,Tnfrsf13b,2.34239,5e-05,0.000496523,Up
ENSMUSG00000015133.16,Lrrk1,2.33864,5e-05,0.000496523,Up
ENSMUSG00000013974.2,Mcemp1,2.33572,0.0041,0.020172,Up
ENSMUSG00000029484.12,Anxa3,2.33256,5e-05,0.000496523,Up
ENSMUSG00000046402.10,Rbp1,2.33171,5e-05,0.000496523,Up
ENSMUSG00000037214.11,Thap1,2.33085,5e-05,0.000496523,Up
ENSMUSG00000043895.5,S1pr2,2.32781,5e-05,0.000496523,Up
ENSMUSG00000000275.16,Trim25,2.32403,5e-05,0.000496523,Up
ENSMUSG00000059883.16,Irak4,2.32157,0.00225,0.0122757,Up
ENSMUSG00000046731.4,Kctd11,2.32152,5e-05,0.000496523,Up
ENSMUSG00000074825.4,Itpripl1,2.32057,5e-05,0.000496523,Up
ENSMUSG00000032440.12,Tgfbr2,2.31672,5e-05,0.000496523,Up
ENSMUSG00000004891.16,Nes,2.31549,5e-05,0.000496523,Up
ENSMUSG00000022548.14,Apod,2.30919,5e-05,0.000496523,Up
ENSMUSG00000029761.16,Cald1,2.309,5e-05,0.000496523,Up
ENSMUSG00000060802.8,B2m,2.30667,5e-05,0.000496523,Up
ENSMUSG00000026655.14,Fam107b,2.29272,0.00145,0.00856148,Up
ENSMUSG00000040373.12,Cacng5,2.29206,5e-05,0.000496523,Up
ENSMUSG00000032344.17,Mb21d1,2.29187,5e-05,0.000496523,Up
ENSMUSG00000029177.9,Cenpa,2.28539,5e-05,0.000496523,Up
ENSMUSG00000034595.17,Ppp1r18,2.28489,5e-05,0.000496523,Up
ENSMUSG00000073412.6,Lst1,2.28106,0.00075,0.00500121,Up
ENSMUSG00000001751.9,Naglu,2.27663,5e-05,0.000496523,Up
ENSMUSG00000027331.15,Knstrn,2.27011,0.00035,0.00263998,Up
ENSMUSG00000034401.16,Spata6,2.27001,5e-05,0.000496523,Up
ENSMUSG00000096936.1,Gm3510,-2.25694,0.00025,0.00198959,Down
ENSMUSG00000042190.12,Cmklr1,2.25452,5e-05,0.000496523,Up
ENSMUSG00000039234.11,Sec24d,2.25288,5e-05,0.000496523,Up
ENSMUSG00000025077.13,Dclre1a,-2.24881,0.0062,0.027927,Down
ENSMUSG00000108607.1,RP23-455C13.4,-2.24766,0.0051,0.0239446,Down
ENSMUSG00000103620.1,Gm37359,-2.24399,0.0325,0.103207,Down
ENSMUSG00000040322.10,Slc25a24,2.24191,5e-05,0.000496523,Up
ENSMUSG00000024725.12,Ostf1,2.24054,5e-05,0.000496523,Up
ENSMUSG00000021876.14,Rnase4,2.22143,5e-05,0.000496523,Up
ENSMUSG00000031799.9,Tpm4,2.21917,5e-05,0.000496523,Up
ENSMUSG00000021871.17,Pnp,2.21681,0.001,0.00630289,Up
ENSMUSG00000003617.16,Cp,2.21431,2e-04,0.0016564,Up
ENSMUSG00000037318.10,Traf3ip3,2.21166,0.00155,0.00904021,Up
ENSMUSG00000074916.5,Chst14,2.21048,0.00035,0.00263998,Up
ENSMUSG00000033149.16,Phldb2,2.20613,2e-04,0.0016564,Up
ENSMUSG00000026433.13,Rab29,2.20562,5e-05,0.000496523,Up
ENSMUSG00000021457.14,Syk,2.20128,5e-05,0.000496523,Up
ENSMUSG00000064023.4,Klk8,2.20102,0.0224,0.0774493,Up
ENSMUSG00000014778.10,Fhod1,2.19876,0.0026,0.0137563,Up
ENSMUSG00000045106.12,Ccdc73,2.19225,0.0249,0.0842639,Up
ENSMUSG00000026288.14,Inpp5d,2.19065,5e-05,0.000496523,Up
ENSMUSG00000032125.19,Robo4,2.19065,5e-05,0.000496523,Up
ENSMUSG00000040253.15,Gbp7,2.18642,5e-05,0.000496523,Up
ENSMUSG00000026031.15,Cflar,2.18463,2e-04,0.0016564,Up
ENSMUSG00000067578.3,Cbln4,-2.18102,5e-05,0.000496523,Down
ENSMUSG00000052229.5,Gpr17,2.18013,5e-05,0.000496523,Up
ENSMUSG00000097515.2,1700040D17Rik,-2.17957,0.0217,0.0756819,Down
ENSMUSG00000066026.14,Dhrs3,2.17616,5e-05,0.000496523,Up
ENSMUSG00000019773.7,Fbxo5,2.16608,5e-05,0.000496523,Up
ENSMUSG00000024339.12,Tap2,2.16104,5e-05,0.000496523,Up
ENSMUSG00000036461.15,Elf1,2.15747,0.00685,0.0302623,Up
ENSMUSG00000062488.9,Ifit3b,2.14646,5e-05,0.000496523,Up
ENSMUSG00000090667.2,Gm765,-2.14177,5e-05,0.000496523,Down
ENSMUSG00000022443.16,Myh9,2.1417,5e-05,0.000496523,Up
ENSMUSG00000016918.15,Sulf1,2.14029,5e-05,0.000496523,Up
ENSMUSG00000050708.14,Ftl1,2.13996,5e-05,0.000496523,Up
ENSMUSG00000031875.6,Cmtm3,2.13856,5e-05,0.000496523,Up
ENSMUSG00000064360.1,mt-Nd3,-2.136,5e-05,0.000496523,Down
ENSMUSG00000018381.15,Abi3,2.13575,5e-05,0.000496523,Up
ENSMUSG00000031827.12,Cotl1,2.13296,5e-05,0.000496523,Up
ENSMUSG00000025534.17,Gusb,2.12968,5e-05,0.000496523,Up
ENSMUSG00000042485.6,Mustn1,2.12951,0.0122,0.0480382,Up
ENSMUSG00000050295.3,Foxc1,2.11831,5e-05,0.000496523,Up
ENSMUSG00000015852.13,Fcrls,2.11694,5e-05,0.000496523,Up
ENSMUSG00000030798.13,Cd37,2.11376,0.0017,0.00977736,Up
ENSMUSG00000008540.11,Mgst1,2.10511,5e-05,0.000496523,Up
ENSMUSG00000030782.15,Tgfb1i1,2.09408,5e-05,0.000496523,Up
ENSMUSG00000029675.12,Eln,2.09292,1e-04,0.00091011,Up
ENSMUSG00000027848.12,Olfml3,2.08327,0.00725,0.0316913,Up
ENSMUSG00000030737.16,Slco2b1,2.08186,5e-05,0.000496523,Up
ENSMUSG00000041219.14,Arhgap11a,2.07793,5e-05,0.000496523,Up
ENSMUSG00000027293.13,Ehd4,2.07611,5e-05,0.000496523,Up
ENSMUSG00000033105.12,Lss,-2.0744,0.00735,0.032027,Down
ENSMUSG00000050777.7,Tmem37,2.0734,5e-05,0.000496523,Up
ENSMUSG00000027301.7,Oxt,2.07236,0.027,0.0897087,Up
ENSMUSG00000004044.9,Ptrf,2.07186,5e-05,0.000496523,Up
ENSMUSG00000024590.8,Lmnb1,2.06842,5e-05,0.000496523,Up
ENSMUSG00000052384.13,Nrros,2.06814,5e-05,0.000496523,Up
ENSMUSG00000041974.9,Spidr,2.06754,5e-05,0.000496523,Up
ENSMUSG00000021477.8,Ctsl,2.06622,5e-05,0.000496523,Up
ENSMUSG00000026786.14,Apbb1ip,2.06497,5e-05,0.000496523,Up
ENSMUSG00000032035.15,Ets1,2.06178,5e-05,0.000496523,Up
ENSMUSG00000032595.10,Cdhr4,2.06162,0.0171,0.0626832,Up
ENSMUSG00000040164.3,Kcns1,-2.06097,5e-05,0.000496523,Down
ENSMUSG00000048277.15,Syngr2,2.05785,5e-05,0.000496523,Up
ENSMUSG00000024909.14,Efemp2,2.05272,1e-04,0.00091011,Up
ENSMUSG00000050912.15,Tmem123,2.05201,5e-05,0.000496523,Up
ENSMUSG00000001555.10,Fkbp10,2.04872,5e-05,0.000496523,Up
ENSMUSG00000038007.14,Acer2,2.04744,5e-05,0.000496523,Up
ENSMUSG00000024663.17,Rab3il1,2.04502,5e-05,0.000496523,Up
ENSMUSG00000058126.6,Tpm3-rs7,2.04495,5e-05,0.000496523,Up
ENSMUSG00000039497.7,Dse,2.03912,5e-05,0.000496523,Up
ENSMUSG00000027239.14,Mdk,2.03899,5e-05,0.000496523,Up
ENSMUSG00000025969.15,Nrp2,2.03362,5e-05,0.000496523,Up
ENSMUSG00000090035.3,Galnt4,2.03169,5e-05,0.000496523,Up
ENSMUSG00000026104.14,Stat1,2.02984,5e-05,0.000496523,Up
ENSMUSG00000022901.13,Cd86,2.02262,0.00745,0.032338,Up
ENSMUSG00000032265.14,Fam46a,2.02142,5e-05,0.000496523,Up
ENSMUSG00000032116.17,Stt3a,2.01954,5e-05,0.000496523,Up
ENSMUSG00000039934.12,Gsap,2.01838,0.0238,0.0810714,Up
ENSMUSG00000048387.7,Osr1,2.01647,5e-05,0.000496523,Up
ENSMUSG00000028312.19,Smc2,2.01306,5e-05,0.000496523,Up
ENSMUSG00000096956.2,Snhg18,2.01144,5e-05,0.000496523,Up
ENSMUSG00000045312.11,Lhfpl2,2.01037,5e-05,0.000496523,Up
ENSMUSG00000022816.11,Fstl1,2.00781,5e-05,0.000496523,Up
ENSMUSG00000001029.15,Icam2,2.0052,5e-05,0.000496523,Up
ENSMUSG00000095687.1,Rnaset2a,2.00514,5e-05,0.000496523,Up
ENSMUSG00000062082.16,Cd200r4,2.00154,5e-05,0.000496523,Up
ENSMUSG00000104079.1,Gm37024,2,0.0088,0.0368337,Up
ENSMUSG00000016206.6,H2-M3,1.99694,0.00175,0.0100093,Up
ENSMUSG00000059182.7,Skap2,1.99386,5e-05,0.000496523,Up
ENSMUSG00000028464.16,Tpm2,1.99287,8e-04,0.0052612,Up
ENSMUSG00000018293.4,Pfn1,1.99203,5e-05,0.000496523,Up
ENSMUSG00000001750.15,Tcirg1,1.98988,5e-05,0.000496523,Up
ENSMUSG00000015478.13,Rnf5,1.98787,3e-04,0.00231628,Up
ENSMUSG00000038507.6,Parp12,1.98416,5e-05,0.000496523,Up
ENSMUSG00000027082.15,Tfpi,1.98405,0.00015,0.00129406,Up
ENSMUSG00000041548.4,Hspb8,1.98326,5e-05,0.000496523,Up
ENSMUSG00000002885.14,Adgre5,1.98146,5e-05,0.000496523,Up
ENSMUSG00000062980.15,Cped1,1.98019,3e-04,0.00231628,Up
ENSMUSG00000032577.16,Mapkapk3,1.98001,1e-04,0.00091011,Up
ENSMUSG00000029096.15,Htra3,1.97836,5e-05,0.000496523,Up
ENSMUSG00000071001.4,Hrct1,1.97776,0.00135,0.00809414,Up
ENSMUSG00000030104.9,Edem1,1.97527,5e-05,0.000496523,Up
ENSMUSG00000062300.13,Pvrl2,1.96997,0.00925,0.0384195,Up
ENSMUSG00000037960.10,1110007C09Rik,1.96798,5e-05,0.000496523,Up
ENSMUSG00000043822.18,Adamtsl5,-1.96655,0.02105,0.0738087,Down
ENSMUSG00000028871.7,Rspo1,-1.96628,5e-05,0.000496523,Down
ENSMUSG00000039323.18,Igfbp2,1.96586,5e-05,0.000496523,Up
ENSMUSG00000022246.13,Rai14,1.96247,5e-05,0.000496523,Up
ENSMUSG00000028551.14,Cdkn2c,1.95828,0.001,0.00630289,Up
ENSMUSG00000032508.8,Myd88,1.9581,0.00365,0.0182839,Up
ENSMUSG00000086429.9,Gt(ROSA)26Sor,1.95704,0.0295,0.0959117,Up
ENSMUSG00000018899.16,Irf1,1.95506,5e-05,0.000496523,Up
ENSMUSG00000007039.12,Ddah2,1.95381,5e-05,0.000496523,Up
ENSMUSG00000076434.9,Wfdc3,-1.95125,0.01175,0.0465022,Down
ENSMUSG00000021585.8,Cast,1.95037,5e-05,0.000496523,Up
ENSMUSG00000033788.15,Dysf,1.94848,5e-05,0.000496523,Up
ENSMUSG00000075284.10,Wipf1,1.94566,5e-05,0.000496523,Up
ENSMUSG00000075602.10,Ly6a,1.94185,5e-05,0.000496523,Up
ENSMUSG00000020000.7,Moxd1,1.93975,3e-04,0.00231628,Up
